"name","year","quarter","count"
"Roff","2017","1","576"
"PLpgSQL","2017","1","543"
"Haxe","2017","1","505"
"Matlab","2017","1","498"
"Vim Script","2017","1","483"
"Arduino","2017","1","455"
"YAML","2017","1","449"
"D","2017","1","435"
"Visual Basic .NET","2017","1","421"
"GLSL","2017","1","397"
"Mustache","2017","1","381"
"RobotFramework","2017","1","373"
"Smalltalk","2017","1","357"
"Common Lisp","2017","1","348"
"Vala","2017","1","333"
"Batchfile","2017","1","315"
"Apex","2017","1","314"
"SaltStack","2017","1","306"
"PLSQL","2017","1","306"
"QML","2017","1","296"
"ColdFusion","2017","1","290"
"Less","2017","1","285"
"Jsonnet","2017","1","283"
"SourcePawn","2017","1","282"
"GAP","2017","1","272"
"SQF","2017","1","263"
"Assembly","2017","1","257"
"Starlark","2017","1","257"
"Raku","2017","1","254"
"Twig","2017","1","245"
"Ada","2017","1","239"
"ASP","2017","1","236"
"Nim","2017","1","228"
"Perl6","2017","1","224"
"ABAP","2017","1","220"
"Xtend","2017","1","212"
"Markdown","2017","1","210"
"PostScript","2017","1","194"
"Standard ML","2017","1","185"
"Stylus","2017","1","183"
"JavaScript","2017","2","344452"
"Python","2017","2","242039"
"Java","2017","2","162469"
"PHP","2017","2","108128"
"Ruby","2017","2","97099"
"Go","2017","2","96152"
"C++","2017","2","89732"
"TypeScript","2017","2","80675"
"HTML","2017","2","63363"
"C#","2017","2","52904"
"C","2017","2","41334"
"Shell","2017","2","36646"
"CSS","2017","2","32114"
"Scala","2017","2","25001"
"Swift","2017","2","22909"
"Rust","2017","2","14661"
"Objective-C","2017","2","11054"
"Kotlin","2017","2","10319"
"Jupyter Notebook","2017","2","10224"
"DM","2017","2","8409"
"Lua","2017","2","6932"
"Groovy","2017","2","5497"
"Elixir","2017","2","5437"
"Clojure","2017","2","5120"
"Haskell","2017","2","4600"
"CoffeeScript","2017","2","4376"
"Nix","2017","2","4193"
"Perl","2017","2","4099"
"PowerShell","2017","2","3966"
"Dart","2017","2","3952"
"R","2017","2","3483"
"Vue","2017","2","3110"
"Makefile","2017","2","2770"
"SCSS","2017","2","2747"
"Erlang","2017","2","2560"
"HCL","2017","2","2485"
"OCaml","2017","2","2457"
"Emacs Lisp","2017","2","2172"
"Visual Basic","2017","2","2132"
"TeX","2017","2","2099"
"Julia","2017","2","2016"
"Dockerfile","2017","2","1936"
"Puppet","2017","2","1832"
"Vim script","2017","2","1643"
"Visual Basic .NET","2017","2","1620"
"F#","2017","2","1511"
"CMake","2017","2","1069"
"Elm","2017","2","1035"
"PureScript","2017","2","1032"
"PLpgSQL","2017","2","861"
"MATLAB","2017","2","847"
"Jinja","2017","2","783"
"Gherkin","2017","2","770"
"Fortran","2017","2","763"
"Crystal","2017","2","761"
"Matlab","2017","2","713"
"Vala","2017","2","693"
"BitBake","2017","2","684"
"Haxe","2017","2","681"
"Objective-C++","2017","2","628"
"Perl 6","2017","2","583"
"YAML","2017","2","552"
"Smarty","2017","2","551"
"XSLT","2017","2","543"
"Perl6","2017","2","540"
"FreeMarker","2017","2","524"
"Mustache","2017","2","514"
"Bicep","2017","2","513"
"Starlark","2017","2","512"
"D","2017","2","509"
"Arduino","2017","2","465"
"QML","2017","2","434"
"Vim Script","2017","2","433"
"Roff","2017","2","431"
"Smalltalk","2017","2","421"
"SQF","2017","2","396"
"JSON","2017","2","382"
"TSQL","2017","2","357"
"Assembly","2017","2","355"
"Pascal","2017","2","351"
"GAP","2017","2","350"
"SaltStack","2017","2","338"
"Common Lisp","2017","2","319"
"Apex","2017","2","314"
"ANTLR","2017","2","306"
"Raku","2017","2","306"
"Nim","2017","2","291"
"PLSQL","2017","2","282"
"GLSL","2017","2","274"
"Batchfile","2017","2","269"
"WebAssembly","2017","2","257"
"Standard ML","2017","2","244"
"Common Workflow Language","2017","2","238"
"ColdFusion","2017","2","228"
"M4","2017","2","222"
"Uno","2017","2","208"
"Markdown","2017","2","204"
"Twig","2017","2","197"
"ASP","2017","2","196"
"Rich Text Format","2017","2","187"
"JavaScript","2017","3","323155"
"Python","2017","3","232365"
"Java","2017","3","144980"
"PHP","2017","3","102932"
"Go","2017","3","101542"
"C++","2017","3","91408"
"Ruby","2017","3","88863"
"TypeScript","2017","3","80983"
"HTML","2017","3","55213"
"C#","2017","3","51433"
"C","2017","3","41926"
"Shell","2017","3","36405"
"CSS","2017","3","26605"
"Scala","2017","3","23456"
"Swift","2017","3","22331"
"Rust","2017","3","14239"
"Kotlin","2017","3","12039"
"Jupyter Notebook","2017","3","10033"
"Objective-C","2017","3","9871"
"DM","2017","3","7274"
"Elixir","2017","3","6269"
"Lua","2017","3","5778"
"Groovy","2017","3","5682"
"Haskell","2017","3","5599"
"Vue","2017","3","5104"
"Nix","2017","3","5028"
"Clojure","2017","3","4569"
"Perl","2017","3","4021"
"PowerShell","2017","3","4011"
"R","2017","3","3860"
"Makefile","2017","3","3528"
"CoffeeScript","2017","3","3391"
"Dart","2017","3","3052"
"SCSS","2017","3","2885"
"HCL","2017","3","2812"
"Erlang","2017","3","2467"
"Puppet","2017","3","2178"
"OCaml","2017","3","2027"
"Dockerfile","2017","3","1851"
"Emacs Lisp","2017","3","1832"
"Visual Basic .NET","2017","3","1578"
"F#","2017","3","1507"
"Vim script","2017","3","1445"
"TeX","2017","3","1324"
"Julia","2017","3","1316"
"Gherkin","2017","3","1166"
"CMake","2017","3","1092"
"Elm","2017","3","955"
"Bicep","2017","3","729"
"Vala","2017","3","720"
"BitBake","2017","3","712"
"MATLAB","2017","3","707"
"PureScript","2017","3","667"
"PLpgSQL","2017","3","650"
"FreeMarker","2017","3","644"
"Fortran","2017","3","632"
"Crystal","2017","3","630"
"Visual Basic","2017","3","609"
"Smarty","2017","3","572"
"Smalltalk","2017","3","555"
"Starlark","2017","3","543"
"Jinja","2017","3","543"
"Matlab","2017","3","528"
"XSLT","2017","3","511"
"TSQL","2017","3","477"
"Roff","2017","3","466"
"JSON","2017","3","458"
"Vim Script","2017","3","457"
"YAML","2017","3","453"
"Pascal","2017","3","446"
"Mustache","2017","3","445"
"GAP","2017","3","437"
"Apex","2017","3","437"
"D","2017","3","427"
"Uno","2017","3","425"
"Haxe","2017","3","416"
"Arduino","2017","3","390"
"Nim","2017","3","357"
"Racket","2017","3","344"
"Assembly","2017","3","321"
"QML","2017","3","312"
"Batchfile","2017","3","311"
"Perl 6","2017","3","311"
"SourcePawn","2017","3","304"
"SaltStack","2017","3","297"
"Raku","2017","3","287"
"Common Workflow Language","2017","3","274"
"Twig","2017","3","247"
"Common Lisp","2017","3","246"
"SQF","2017","3","243"
"DIGITAL Command Language","2017","3","239"
"PLSQL","2017","3","234"
"WebAssembly","2017","3","229"
"Standard ML","2017","3","224"
"PostScript","2017","3","201"
"ANTLR","2017","3","201"
"Cython","2017","3","197"
"Tcl","2017","3","189"
"Less","2017","3","186"
"Nunjucks","2017","3","184"
"JavaScript","2017","4","298096"
"Python","2017","4","222589"
"Java","2017","4","146973"
"C++","2017","4","102028"
"PHP","2017","4","101242"
"Go","2017","4","95319"
"TypeScript","2017","4","87490"
"Ruby","2017","4","82334"
"HTML","2017","4","60020"
"C#","2017","4","49450"
"C","2017","4","43815"
"Shell","2017","4","31810"
"Swift","2017","4","22021"
"CSS","2017","4","21391"
"Scala","2017","4","20465"
"Kotlin","2017","4","13094"
"Rust","2017","4","13079"
"Jupyter Notebook","2017","4","10033"
"Objective-C","2017","4","9202"
"DM","2017","4","7211"
"Groovy","2017","4","6281"
"Lua","2017","4","5580"
"Elixir","2017","4","5416"
"Nix","2017","4","5379"
"Vue","2017","4","5183"
"Clojure","2017","4","4708"
"Haskell","2017","4","4658"
"Perl","2017","4","4287"
"PowerShell","2017","4","3707"
"SCSS","2017","4","3468"
"Dart","2017","4","3447"
"CoffeeScript","2017","4","3106"
"Makefile","2017","4","2868"
"Erlang","2017","4","2725"
"R","2017","4","2595"
"OCaml","2017","4","2378"
"HCL","2017","4","2282"
"Emacs Lisp","2017","4","2278"
"Dockerfile","2017","4","2273"
"Puppet","2017","4","1632"
"Visual Basic .NET","2017","4","1540"
"Vim script","2017","4","1383"
"TeX","2017","4","1350"
"F#","2017","4","1163"
"Julia","2017","4","1146"
"Crystal","2017","4","1020"
"CMake","2017","4","956"
"TSQL","2017","4","858"
"MATLAB","2017","4","835"
"PLpgSQL","2017","4","782"
"Elm","2017","4","763"
"JSON","2017","4","722"
"Smarty","2017","4","694"
"Gherkin","2017","4","692"
"Fortran","2017","4","633"
"Roff","2017","4","581"
"Vala","2017","4","571"
"Starlark","2017","4","561"
"BitBake","2017","4","559"
"Visual Basic","2017","4","532"
"GAP","2017","4","460"
"Jinja","2017","4","438"
"PureScript","2017","4","434"
"XSLT","2017","4","430"
"YAML","2017","4","422"
"Smalltalk","2017","4","412"
"Uno","2017","4","403"
"Vim Script","2017","4","403"
"SQF","2017","4","393"
"FreeMarker","2017","4","380"
"Pascal","2017","4","378"
"Haxe","2017","4","367"
"Common Lisp","2017","4","367"
"Assembly","2017","4","357"
"Bicep","2017","4","345"
"D","2017","4","344"
"Nim","2017","4","339"
"Apex","2017","4","339"
"Mustache","2017","4","315"
"Matlab","2017","4","309"
"SourcePawn","2017","4","307"
"QML","2017","4","304"
"SaltStack","2017","4","282"
"GLSL","2017","4","281"
"Twig","2017","4","280"
"Arduino","2017","4","279"
"Batchfile","2017","4","268"
"ColdFusion","2017","4","267"
"RobotFramework","2017","4","262"
"Standard ML","2017","4","240"
"M4","2017","4","238"
"Less","2017","4","210"
"PLSQL","2017","4","209"
"EJS","2017","4","208"
"Raku","2017","4","207"
"Common Workflow Language","2017","4","205"
"Tcl","2017","4","202"
"WebAssembly","2017","4","201"
"ANTLR","2017","4","200"
"DIGITAL Command Language","2017","4","189"
"JavaScript","2018","1","227033"
"Python","2018","1","193782"
"Java","2018","1","120206"
"Go","2018","1","90253"
"C++","2018","1","89620"
"PHP","2018","1","80816"
"TypeScript","2018","1","77692"
"Ruby","2018","1","71655"
"C#","2018","1","40938"
"C","2018","1","38864"
"HTML","2018","1","34876"
"Shell","2018","1","30975"
"Scala","2018","1","19381"
"Swift","2018","1","15937"
"CSS","2018","1","12094"
"Rust","2018","1","11501"
"Kotlin","2018","1","10953"
"Jupyter Notebook","2018","1","7937"
"DM","2018","1","7603"
"Nix","2018","1","7303"
"Objective-C","2018","1","6660"
"Groovy","2018","1","5397"
"Lua","2018","1","4358"
"Vue","2018","1","4242"
"Dart","2018","1","4214"
"Haskell","2018","1","4152"
"Clojure","2018","1","3967"
"Elixir","2018","1","3817"
"Perl","2018","1","3426"
"PowerShell","2018","1","3144"
"Makefile","2018","1","2936"
"R","2018","1","2830"
"SCSS","2018","1","2559"
"Dockerfile","2018","1","2529"
"Erlang","2018","1","2338"
"CoffeeScript","2018","1","2298"
"OCaml","2018","1","2240"
"Emacs Lisp","2018","1","2177"
"HCL","2018","1","1960"
"JSON","2018","1","1639"
"F#","2018","1","1604"
"Puppet","2018","1","1508"
"Julia","2018","1","995"
"Vim script","2018","1","917"
"Crystal","2018","1","906"
"PLpgSQL","2018","1","843"
"Gherkin","2018","1","730"
"TSQL","2018","1","725"
"MATLAB","2018","1","721"
"CMake","2018","1","721"
"BitBake","2018","1","698"
"FreeMarker","2018","1","680"
"Elm","2018","1","679"
"Starlark","2018","1","612"
"Jinja","2018","1","594"
"Visual Basic .NET","2018","1","580"
"TeX","2018","1","573"
"YAML","2018","1","572"
"Fortran","2018","1","571"
"Bicep","2018","1","557"
"Jsonnet","2018","1","552"
"Vala","2018","1","551"
"Assembly","2018","1","509"
"Roff","2018","1","479"
"XSLT","2018","1","479"
"Vim Script","2018","1","423"
"Twig","2018","1","407"
"GAP","2018","1","390"
"Mustache","2018","1","381"
"Haxe","2018","1","365"
"Smalltalk","2018","1","333"
"D","2018","1","331"
"Common Lisp","2018","1","326"
"Smarty","2018","1","318"
"Apex","2018","1","310"
"Visual Basic","2018","1","307"
"PureScript","2018","1","290"
"Uno","2018","1","286"
"QML","2018","1","268"
"ABAP","2018","1","266"
"GLSL","2018","1","261"
"Standard ML","2018","1","257"
"ColdFusion","2018","1","247"
"SaltStack","2018","1","243"
"WebAssembly","2018","1","214"
"Common Workflow Language","2018","1","214"
"Pascal","2018","1","211"
"Raku","2018","1","203"
"Rich Text Format","2018","1","199"
"RobotFramework","2018","1","196"
"Objective-C++","2018","1","194"
"PLSQL","2018","1","185"
"Stylus","2018","1","182"
"Nunjucks","2018","1","181"
"Nim","2018","1","174"
"Handlebars","2018","1","167"
"SourcePawn","2018","1","163"
"M4","2018","1","150"
"SQF","2018","1","143"
"Scheme","2018","1","141"
"JavaScript","2018","2","173029"
"Python","2018","2","162204"
"Java","2018","2","97052"
"C++","2018","2","79178"
"Go","2018","2","75062"
"TypeScript","2018","2","65138"
"PHP","2018","2","61222"
"Ruby","2018","2","55527"
"C","2018","2","34546"
"C#","2018","2","32332"
"HTML","2018","2","27491"
"Shell","2018","2","23479"
"Scala","2018","2","15073"
"Swift","2018","2","13145"
"Kotlin","2018","2","9122"
"Rust","2018","2","8890"
"CSS","2018","2","7663"
"Nix","2018","2","7380"
"Jupyter Notebook","2018","2","6194"
"Objective-C","2018","2","5748"
"Groovy","2018","2","4813"
"Dart","2018","2","4231"
"DM","2018","2","4155"
"Lua","2018","2","3689"
"Clojure","2018","2","3585"
"Elixir","2018","2","3486"
"Haskell","2018","2","3424"
"Vue","2018","2","3116"
"Perl","2018","2","3008"
"PowerShell","2018","2","2897"
"Makefile","2018","2","2244"
"Erlang","2018","2","2202"
"OCaml","2018","2","2033"
"SCSS","2018","2","2008"
"Dockerfile","2018","2","1877"
"CoffeeScript","2018","2","1854"
"Emacs Lisp","2018","2","1474"
"R","2018","2","1472"
"Mathematica","2018","2","1396"
"JSON","2018","2","1154"
"Puppet","2018","2","988"
"HCL","2018","2","979"
"Visual Basic .NET","2018","2","877"
"Starlark","2018","2","760"
"TSQL","2018","2","732"
"Julia","2018","2","687"
"Apex","2018","2","638"
"F#","2018","2","630"
"Vim script","2018","2","605"
"PureScript","2018","2","603"
"Jsonnet","2018","2","603"
"Crystal","2018","2","595"
"Fortran","2018","2","586"
"TeX","2018","2","550"
"Bicep","2018","2","548"
"FreeMarker","2018","2","538"
"Vala","2018","2","528"
"PLpgSQL","2018","2","526"
"Jinja","2018","2","518"
"CMake","2018","2","516"
"BitBake","2018","2","496"
"MATLAB","2018","2","488"
"XSLT","2018","2","473"
"Gherkin","2018","2","430"
"Vim Script","2018","2","420"
"GAP","2018","2","382"
"Elm","2018","2","382"
"Haxe","2018","2","347"
"Twig","2018","2","336"
"Smalltalk","2018","2","336"
"Assembly","2018","2","314"
"YAML","2018","2","281"
"ColdFusion","2018","2","280"
"Smarty","2018","2","262"
"ABAP","2018","2","250"
"Mustache","2018","2","250"
"Roff","2018","2","247"
"Objective-C++","2018","2","245"
"Pascal","2018","2","235"
"Racket","2018","2","229"
"Common Lisp","2018","2","227"
"SaltStack","2018","2","206"
"GLSL","2018","2","197"
"Raku","2018","2","193"
"SourcePawn","2018","2","189"
"PLSQL","2018","2","182"
"Scheme","2018","2","180"
"Objective-J","2018","2","180"
"Perl 6","2018","2","175"
"QML","2018","2","172"
"RobotFramework","2018","2","162"
"PostScript","2018","2","154"
"Nim","2018","2","152"
"Nunjucks","2018","2","149"
"Handlebars","2018","2","148"
"Meson","2018","2","147"
"WebAssembly","2018","2","146"
"D","2018","2","145"
"Stylus","2018","2","138"
"Markdown","2018","2","132"
"Python","2018","3","158564"
"JavaScript","2018","3","154818"
"Java","2018","3","93971"
"C++","2018","3","77856"
"Go","2018","3","77385"
"TypeScript","2018","3","61718"
"PHP","2018","3","58233"
"Ruby","2018","3","53210"
"C#","2018","3","32838"
"C","2018","3","32132"
"HTML","2018","3","23779"
"Shell","2018","3","23620"
"Scala","2018","3","15353"
"Swift","2018","3","13128"
"Kotlin","2018","3","10292"
"Rust","2018","3","8319"
"CSS","2018","3","6970"
"Jupyter Notebook","2018","3","6365"
"Nix","2018","3","6195"
"Objective-C","2018","3","5595"
"Groovy","2018","3","4747"
"Dart","2018","3","4539"
"DM","2018","3","4045"
"Lua","2018","3","3607"
"Clojure","2018","3","3488"
"Elixir","2018","3","3427"
"Haskell","2018","3","3125"
"Perl","2018","3","3067"
"Makefile","2018","3","2422"
"Vue","2018","3","2377"
"CoffeeScript","2018","3","2223"
"PowerShell","2018","3","2149"
"Erlang","2018","3","2097"
"OCaml","2018","3","2033"
"SCSS","2018","3","1966"
"Dockerfile","2018","3","1820"
"R","2018","3","1396"
"Puppet","2018","3","1317"
"Emacs Lisp","2018","3","1316"
"Julia","2018","3","1103"
"Starlark","2018","3","1026"
"JSON","2018","3","952"
"Vim script","2018","3","865"
"HCL","2018","3","824"
"F#","2018","3","706"
"PLpgSQL","2018","3","680"
"Assembly","2018","3","676"
"Bicep","2018","3","666"
"Visual Basic .NET","2018","3","643"
"TSQL","2018","3","602"
"Apex","2018","3","577"
"BitBake","2018","3","534"
"ABAP","2018","3","525"
"FreeMarker","2018","3","516"
"MATLAB","2018","3","505"
"RobotFramework","2018","3","491"
"Jsonnet","2018","3","478"
"Fortran","2018","3","463"
"TeX","2018","3","454"
"Smalltalk","2018","3","450"
"XSLT","2018","3","448"
"Crystal","2018","3","442"
"GAP","2018","3","428"
"Gherkin","2018","3","408"
"CMake","2018","3","406"
"Common Lisp","2018","3","352"
"Smarty","2018","3","347"
"Twig","2018","3","338"
"Jinja","2018","3","331"
"Elm","2018","3","327"
"Vim Script","2018","3","324"
"Vala","2018","3","310"
"Mustache","2018","3","290"
"Haxe","2018","3","283"
"Perl 6","2018","3","262"
"PureScript","2018","3","232"
"SaltStack","2018","3","206"
"Racket","2018","3","205"
"Nunjucks","2018","3","204"
"PLSQL","2018","3","193"
"Batchfile","2018","3","188"
"Roff","2018","3","187"
"Markdown","2018","3","174"
"M4","2018","3","167"
"YAML","2018","3","162"
"Raku","2018","3","159"
"Nim","2018","3","156"
"Cuda","2018","3","152"
"Handlebars","2018","3","150"
"D","2018","3","148"
"Pascal","2018","3","147"
"SourcePawn","2018","3","144"
"Blade","2018","3","142"
"Adblock Filter List","2018","3","134"
"Scheme","2018","3","126"
"Cython","2018","3","120"
"GLSL","2018","3","115"
"Stylus","2018","3","113"
"Visual Basic","2018","3","110"
"ANTLR","2018","3","110"
"Python","2018","4","157149"
"JavaScript","2018","4","150725"
"Java","2018","4","91632"
"Go","2018","4","75619"
"C++","2018","4","75135"
"TypeScript","2018","4","61688"
"PHP","2018","4","60190"
"Ruby","2018","4","52242"
"C","2018","4","33995"
"C#","2018","4","32053"
"HTML","2018","4","26059"
"Shell","2018","4","20659"
"Scala","2018","4","14201"
"Swift","2018","4","11799"
"Kotlin","2018","4","10487"
"Rust","2018","4","8266"
"Jupyter Notebook","2018","4","8235"
"CSS","2018","4","7658"
"Nix","2018","4","7557"
"Objective-C","2018","4","4516"
"Elixir","2018","4","4421"
"Groovy","2018","4","4300"
"Dart","2018","4","3927"
"Perl","2018","4","3430"
"Clojure","2018","4","3388"
"Lua","2018","4","3314"
"DM","2018","4","3311"
"Haskell","2018","4","2460"
"Makefile","2018","4","2398"
"Vue","2018","4","2165"
"SCSS","2018","4","2106"
"PowerShell","2018","4","2053"
"CoffeeScript","2018","4","1881"
"OCaml","2018","4","1862"
"Emacs Lisp","2018","4","1784"
"Dockerfile","2018","4","1753"
"Erlang","2018","4","1707"
"R","2018","4","1260"
"Starlark","2018","4","1166"
"Puppet","2018","4","1016"
"Vim script","2018","4","920"
"Julia","2018","4","887"
"Jinja","2018","4","640"
"TSQL","2018","4","624"
"HCL","2018","4","599"
"Jsonnet","2018","4","579"
"JSON","2018","4","545"
"F#","2018","4","540"
"CMake","2018","4","538"
"Fortran","2018","4","533"
"Vala","2018","4","518"
"PLpgSQL","2018","4","501"
"Apex","2018","4","479"
"Assembly","2018","4","466"
"BitBake","2018","4","453"
"Visual Basic .NET","2018","4","438"
"FreeMarker","2018","4","437"
"Crystal","2018","4","436"
"MATLAB","2018","4","428"
"TeX","2018","4","414"
"Roff","2018","4","390"
"XSLT","2018","4","367"
"Gherkin","2018","4","361"
"GAP","2018","4","350"
"Smalltalk","2018","4","345"
"ABAP","2018","4","302"
"Bicep","2018","4","300"
"Vim Script","2018","4","278"
"Mustache","2018","4","266"
"Nunjucks","2018","4","266"
"Haxe","2018","4","246"
"Batchfile","2018","4","242"
"YAML","2018","4","240"
"QML","2018","4","223"
"WebAssembly","2018","4","210"
"Perl 6","2018","4","202"
"Smarty","2018","4","199"
"Pascal","2018","4","191"
"Elm","2018","4","188"
"Common Lisp","2018","4","174"
"SaltStack","2018","4","174"
"Twig","2018","4","171"
"Handlebars","2018","4","167"
"DIGITAL Command Language","2018","4","164"
"PureScript","2018","4","162"
"Nim","2018","4","157"
"D","2018","4","154"
"Scheme","2018","4","152"
"ANTLR","2018","4","142"
"GLSL","2018","4","141"
"Raku","2018","4","138"
"ColdFusion","2018","4","135"
"Adblock Filter List","2018","4","132"
"M4","2018","4","132"
"SourcePawn","2018","4","128"
"hoon","2018","4","127"
"Stylus","2018","4","127"
"PLSQL","2018","4","126"
"Less","2018","4","124"
"Markdown","2018","4","119"
"Python","2019","1","169958"
"JavaScript","2019","1","151255"
"Java","2019","1","100654"
"Go","2019","1","85700"
"C++","2019","1","84788"
"TypeScript","2019","1","69030"
"PHP","2019","1","59887"
"Ruby","2019","1","53608"
"C","2019","1","39994"
"C#","2019","1","35259"
"HTML","2019","1","24843"
"Shell","2019","1","22829"
"Scala","2019","1","15825"
"Swift","2019","1","11592"
"Kotlin","2019","1","11343"
"Rust","2019","1","9358"
"Nix","2019","1","8711"
"CSS","2019","1","7165"
"Jupyter Notebook","2019","1","7090"
"Dart","2019","1","6017"
"Objective-C","2019","1","4790"
"Groovy","2019","1","4057"
"Lua","2019","1","3714"
"Elixir","2019","1","3657"
"DM","2019","1","3187"
"Clojure","2019","1","3075"
"Perl","2019","1","3050"
"Vue","2019","1","2694"
"Makefile","2019","1","2381"
"PowerShell","2019","1","2230"
"Haskell","2019","1","2153"
"Dockerfile","2019","1","2121"
"SCSS","2019","1","2118"
"OCaml","2019","1","1967"
"Starlark","2019","1","1598"
"Emacs Lisp","2019","1","1434"
"R","2019","1","1430"
"CoffeeScript","2019","1","1342"
"Puppet","2019","1","1249"
"Erlang","2019","1","1246"
"HCL","2019","1","1020"
"Julia","2019","1","960"
"JSON","2019","1","906"
"Jinja","2019","1","853"
"Vim script","2019","1","784"
"Jsonnet","2019","1","767"
"Bicep","2019","1","744"
"F#","2019","1","673"
"TeX","2019","1","666"
"MATLAB","2019","1","663"
"Assembly","2019","1","629"
"TSQL","2019","1","621"
"Apex","2019","1","525"
"Fortran","2019","1","503"
"Vim Script","2019","1","493"
"CMake","2019","1","488"
"Gherkin","2019","1","466"
"ABAP","2019","1","455"
"Visual Basic .NET","2019","1","449"
"BitBake","2019","1","444"
"Smarty","2019","1","421"
"Roff","2019","1","401"
"PLpgSQL","2019","1","394"
"GAP","2019","1","378"
"Lean","2019","1","361"
"Vala","2019","1","337"
"Mustache","2019","1","311"
"Smalltalk","2019","1","305"
"Crystal","2019","1","297"
"XSLT","2019","1","274"
"Batchfile","2019","1","245"
"YAML","2019","1","243"
"PureScript","2019","1","218"
"Pascal","2019","1","202"
"FreeMarker","2019","1","198"
"GLSL","2019","1","197"
"Haxe","2019","1","187"
"WebAssembly","2019","1","177"
"PLSQL","2019","1","175"
"Common Lisp","2019","1","169"
"Nunjucks","2019","1","166"
"SaltStack","2019","1","165"
"Rich Text Format","2019","1","163"
"Handlebars","2019","1","159"
"Twig","2019","1","159"
"Stylus","2019","1","158"
"hoon","2019","1","156"
"QML","2019","1","156"
"Elm","2019","1","150"
"Perl 6","2019","1","146"
"ColdFusion","2019","1","138"
"Raku","2019","1","136"
"Scheme","2019","1","129"
"Nim","2019","1","128"
"LLVM","2019","1","121"
"SQF","2019","1","120"
"Mathematica","2019","1","114"
"M4","2019","1","113"
"Markdown","2019","1","112"
"SWIG","2019","1","104"
"Python","2019","2","169084"
"JavaScript","2019","2","142903"
"Java","2019","2","103978"
"C++","2019","2","86062"
"Go","2019","2","85020"
"TypeScript","2019","2","64285"
"PHP","2019","2","58712"
"Ruby","2019","2","51574"
"C","2019","2","37240"
"C#","2019","2","34398"
"Shell","2019","2","23481"
"HTML","2019","2","23060"
"Scala","2019","2","15224"
"Swift","2019","2","12551"
"Kotlin","2019","2","12304"
"Rust","2019","2","10011"
"Nix","2019","2","8214"
"Jupyter Notebook","2019","2","7996"
"CSS","2019","2","6125"
"Dart","2019","2","5770"
"Objective-C","2019","2","5186"
"Elixir","2019","2","4432"
"Groovy","2019","2","4370"
"DM","2019","2","4151"
"Perl","2019","2","3014"
"Lua","2019","2","2938"
"Vue","2019","2","2830"
"Makefile","2019","2","2797"
"Clojure","2019","2","2796"
"SCSS","2019","2","2745"
"OCaml","2019","2","2559"
"Haskell","2019","2","2414"
"Starlark","2019","2","2119"
"PowerShell","2019","2","2110"
"Dockerfile","2019","2","1710"
"CoffeeScript","2019","2","1523"
"Emacs Lisp","2019","2","1335"
"Erlang","2019","2","1224"
"JSON","2019","2","1188"
"Puppet","2019","2","1156"
"R","2019","2","1126"
"Jinja","2019","2","1057"
"HCL","2019","2","1051"
"Vim script","2019","2","718"
"Jsonnet","2019","2","714"
"TSQL","2019","2","698"
"Julia","2019","2","639"
"MATLAB","2019","2","635"
"F#","2019","2","601"
"Bicep","2019","2","600"
"Smarty","2019","2","575"
"Assembly","2019","2","554"
"TeX","2019","2","521"
"YAML","2019","2","497"
"PLpgSQL","2019","2","491"
"Fortran","2019","2","455"
"Smalltalk","2019","2","454"
"CMake","2019","2","432"
"Apex","2019","2","413"
"Vim Script","2019","2","411"
"Visual Basic .NET","2019","2","407"
"Lean","2019","2","390"
"Gherkin","2019","2","389"
"BitBake","2019","2","375"
"WebAssembly","2019","2","368"
"Crystal","2019","2","307"
"FreeMarker","2019","2","269"
"Mustache","2019","2","268"
"Nunjucks","2019","2","267"
"Vala","2019","2","254"
"XSLT","2019","2","245"
"Elm","2019","2","245"
"Roff","2019","2","236"
"Twig","2019","2","235"
"GAP","2019","2","227"
"GLSL","2019","2","217"
"Common Lisp","2019","2","217"
"ABAP","2019","2","216"
"Raku","2019","2","212"
"SourcePawn","2019","2","209"
"ColdFusion","2019","2","204"
"SaltStack","2019","2","190"
"PLSQL","2019","2","190"
"Haxe","2019","2","173"
"Stylus","2019","2","163"
"PureScript","2019","2","160"
"Pascal","2019","2","153"
"Scheme","2019","2","152"
"Rich Text Format","2019","2","141"
"Perl 6","2019","2","140"
"SQF","2019","2","138"
"SystemVerilog","2019","2","137"
"Visual Basic","2019","2","135"
"LLVM","2019","2","135"
"D","2019","2","130"
"Objective-C++","2019","2","121"
"OpenEdge ABL","2019","2","119"
"M4","2019","2","112"
"ANTLR","2019","2","108"
"Handlebars","2019","2","107"
"Python","2019","3","160686"
"JavaScript","2019","3","132973"
"Java","2019","3","99109"
"Go","2019","3","86289"
"C++","2019","3","80998"
"TypeScript","2019","3","63430"
"PHP","2019","3","54359"
"Ruby","2019","3","48771"
"C","2019","3","36374"
"C#","2019","3","30263"
"HTML","2019","3","20781"
"Shell","2019","3","20695"
"Scala","2019","3","17039"
"Rust","2019","3","12250"
"Kotlin","2019","3","11447"
"Swift","2019","3","10139"
"Nix","2019","3","9306"
"Jupyter Notebook","2019","3","7783"
"Dart","2019","3","5825"
"Objective-C","2019","3","5003"
"CSS","2019","3","4810"
"DM","2019","3","4172"
"Groovy","2019","3","4107"
"Elixir","2019","3","3923"
"Perl","2019","3","3340"
"Lua","2019","3","3027"
"Clojure","2019","3","2643"
